Graph Name,Source,Captive,Edge_weight,Interaction_type,Data_collection,Species,Data_duration_days,Mammal?,Time_resolution_secs,Citation
insecta_ant_colony4_day02,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day03,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day04,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day05,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day06,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day07,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day08,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day09,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day10,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day11,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day12,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day13,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day14,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day15,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day16,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day17,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day18,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day19,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day20,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day21,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day22,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day23,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day24,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day25,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day26,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day27,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day28,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day29,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day30,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day31,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day32,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day33,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day34,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day35,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day36,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day37,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day38,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day39,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day40,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4_day41,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony4,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,41,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day01,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day02,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day03,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day04,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day05,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day06,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day07,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day08,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day09,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day10,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day11,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day12,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day13,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day14,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day15,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day16,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day17,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day18,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day19,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day20,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day21,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day22,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day23,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day24,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day25,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day26,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day27,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day28,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day29,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day30,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day31,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day32,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day33,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day34,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day35,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day36,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day37,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day38,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day39,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day40,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5_day41,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony5,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,41,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day01,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day02,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day03,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day04,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day05,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day06,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day07,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day08,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day09,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day10,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day11,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day12,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day13,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day14,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day15,_,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day16,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day17,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
insecta_ant_colony6_day18,NR,Yes,Frequency,Physical_contact,video,Camponotus_fellah,1,No,Very_fine,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090_1093."
